id,title,description,category,url,image_url,pricing_type,is_featured,created_at,features,screenshots,is_sponsored,sponsor_expiry,supports_arabic,coupon_code,deal_expiry,video_url,faqs,alternatives,average_rating,reviews_count,tasks,arabic_score,release_date,clicks_count,embedding,secondary_categories,pricing_details,is_published,title_en,description_en,views_count
2,Midjourney,أداة رائدة لإنشاء صور فنية مذهلة باستخدام الذكاء الاصطناعي.,صور,https://midjourney.com,,مدفوع,true,2025-12-29 06:20:47.42639+00,[],[],false,,false,,,,[],[],0,0,[],0,2026-01-03,0,"[-0.003074961,-0.0058301976,0.00101539,-0.029996973,0.059716195,-0.00498523,0.0073915087,-0.0065331096,-0.023930326,0.04710025,-0.052514616,0.043008305,0.07529102,0.0017915613,-0.017334182,-0.044208005,0.04328638,0.049401924,-0.101956636,0.024354955,0.009039888,0.0064531295,0.0506568,0.0050568846,-0.051247153,-0.0069854786,0.0024378356,0.006549804,0.014300851,-0.019224757,0.029033946,0.061193638,0.08142049,-0.02008482,0.0054698274,0.023707574,0.006080587,0.032730468,0.03596542,-0.065862074,-0.08737977,0.018772278,-0.019664433,0.055852976,-0.024821833,0.013405547,-0.011607751,0.055419922,-0.030254766,0.03948552,0.02778242,0.00044890816,-0.05698233,0.029962422,-0.036786735,0.005649704,-0.021976482,-0.0029023322,0.020808669,-0.012026335,-0.025098484,0.014679831,-0.034992408,-0.00038463998,0.016056102,-0.035474777,-0.024697112,-0.01164738,-0.085013,0.037888635,-0.0123957945,0.01224319,-0.058878813,0.0063183233,0.012703292,-0.028359734,-0.025157683,-0.014579654,-0.025373878,0.04593698,-0.040757492,0.015076256,0.060828667,0.09152398,0.0005634015,0.0048235133,0.023952112,-0.0691225,-0.095789045,-0.022781333,0.12764713,0.038596284,0.02341442,-0.025966056,0.076244,-0.0109069105,-0.075027496,-0.1536695,0.09407174,0.011473694,0.0052307993,0.0022299518,-0.02812232,-0.06726002,0.03469346,0.044469006,-0.060773384,-0.024080059,-0.0339946,0.013432878,-0.069074914,-0.04063881,0.03075712,0.0046445657,-0.007587124,0.03887885,-0.047250852,0.0018731286,-0.034883548,0.016585266,-0.0063279863,-0.010642427,-0.032122858,0.060563695,0.040460482,-0.011741034,0.025097597,-0.015023204,-0.01555264,-0.0032590665,0.048737027,-0.04732555,0.0060832277,0.01982257,-0.048919722,0.0040526497,0.026813451,-0.028338015,0.06310954,0.026150702,0.025439937,-0.05275181,-0.048665762,-0.004460792,-0.013656621,0.0051490674,-0.04263613,0.051119056,-0.036636055,0.009286394,-0.054311488,-0.008202758,0.03051097,-0.023430794,-0.016193932,0.0045052934,0.030871462,-0.016694639,0.053593893,-0.030894076,0.08392899,-0.07638276,-0.0076998454,0.022730652,-0.04749392,-0.0056374655,0.028066516,-0.009987092,0.01663965,0.0195361,-0.043858286,-0.022905,-0.035276603,-0.09269663,0.0023086187,-0.04556645,-0.013551872,-0.002127931,-0.018948533,-0.0013551539,0.10379072,0.028448649,-0.046682637,-0.0994735,-0.018210927,-0.019038305,0.026835574,-0.009059189,0.083804324,0.04433999,0.002021604,0.013719677,0.035418488,0.026317524,-0.011377526,-0.039110437,0.026014665,-0.030569201,0.027447734,-0.055298034,0.019363271,-0.019803064,0.014604326,-0.030163342,-0.04107881,0.055410977,-0.076030955,-0.054064207,0.0038032779,0.004112088,-0.027952986,-0.01451728,0.002039543,-0.034544867,0.036067285,0.03821683,0.026418567,-0.0019456069,0.020526646,-0.0080471095,0.005995405,-0.00113637,0.019527176,0.002665728,0.048389286,-0.0024445667,-0.04074463,-0.029030887,0.028011035,-0.020164805,0.011049217,0.011214429,0.018874893,0.0085146185,-0.071938805,0.034563053,0.022097766,-0.047839634,-0.035850957,0.026484545,-0.03614073,0.0545342,0.080940254,0.029173633,0.04696288,-0.027182536,0.04534367,0.03674197,-0.05841957,-0.05591193,-0.01153646,-0.020829339,0.02565638,0.002321739,-0.08713172,-0.06641685,0.039682288,0.0068585356,-0.00908561,-0.027330894,0.019725045,0.00907186,-0.008973603,-0.05651426,0.006886366,-0.07431976,0.00027612498,0.004905177,0.023312999,-0.042616166,0.0021106724,-0.03613532,-0.008106309,-0.013452434,-0.036000837,0.01799856,0.003958566,-0.008810141,-0.004478065,-0.065632835,0.006844294,0.02600769,-0.050203312,0.016803881,0.0103197405,-0.054782726,0.014844866,0.013591606,0.0065814387,-0.03348339,0.032657254,0.023809012,-0.008424021,-0.05862337,0.014984553,-0.002285968,0.023439901,0.0048899404,-0.016352087,0.0071444414,-0.010984,0.07877379,-0.038460195,0.060630064,0.019912852,-0.00928169,0.015251747,-0.0122499205,-0.021851717,0.01933952,0.00025521012,0.043635365,-0.06265903,-0.03206326,-0.00824306,-0.023691792,-0.15594208,-0.030129671,-0.009128531,-0.032481015,0.0061306786,0.044482443,-0.029701002,0.03918063,-0.0075535886,-0.008674215,0.0024804156,-0.020200869,0.04110617,0.01842362,0.028391754,-0.0025490941,-0.02449597,-0.044990662,-0.012853027,0.046522994,-0.05606538,0.02872093,0.056135394,0.051762458,0.02534356,0.04722145,0.04479723,0.034273747,-0.025658311,-0.08369588,-0.00032885166,0.021593314,0.0081557045,0.026309514,0.037910856,0.08198952,0.011036829,-0.008577885,-0.0019123676,-0.037412938,0.065455325,-0.009867522,-0.004544706,-0.032484446,-0.01026094,0.012405308,-0.009585208,0.013090039,0.049505863,0.010120918,0.029440489,0.04665579,-0.027924472,-0.032082085,-0.015228844,-0.0007871401,0.003592407,0.0048825596,0.009416519,0.0055870614,-0.03810872,0.023858758,0.022999026,0.02542657,-0.0021283217,-0.0016251598,0.004545063,0.047365602,0.0037121472,0.052794326,-0.03908521,-0.047988284,0.020381618,0.015046328,-0.02234683,0.04003264,0.012339449,-0.01244985,-0.0077657,0.01958066,-0.021675242,0.06480257,0.008335266,0.0069977227,-0.0012108529,0.005404763,0.09130966,-0.09688515,-0.010254607,-0.0120021235,0.049189247,-0.0061190804,0.008340606,0.0107468255,-0.031882636,-0.06430931,-0.045670774,0.014082761,-0.021371776,0.010817091,0.019328324,-0.04642865,0.015633078,0.000106026084,-0.0003322453,0.012424837,0.04672403,0.018350802,0.05092762,-0.056837477,-0.0143260555,-0.019215362,-0.0029124601,0.0025259887,0.052851778,0.052872263,-0.023188109,0.08447663,0.05015512,0.040528435,0.020921122,0.00924512,-0.0268215,-0.010586521,-0.011335578,0.0061196946,0.06605623,0.015285024,-0.019389,0.011031448,0.07791479,0.005196791,0.016978564,0.00018682137,-0.0144114625,-0.03253652,-0.004256938,-0.006835736,-0.08537597,0.022876192,-0.006219646,0.061528165,-0.03825481,-0.022468723,-0.022599673,-0.052393243,0.06917616,0.045008857,0.008981256,0.0042854277,0.010834955,0.022035943,-0.07281054,0.060075883,0.01838239,0.041999143,0.022892334,0.018993344,-0.0068176663,-0.026400344,0.0044717817,0.003741961,-0.03034931,-0.0155853005,-0.0026507364,0.031551708,-0.0333644,0.009044043,0.06678819,-0.006339006,-0.045985945,0.01812302,0.014823088,0.013765121,-0.022637304,0.032687727,-0.047515955,-0.036815085,-0.014675755,0.007998208,0.021465825,-0.040487837,-0.026021702,0.037634887,0.06135044,0.042139646,0.016080098,-0.09497984,-0.021976128,0.047379468,-0.00055606425,-0.02807604,0.05815524,0.030172255,0.03828691,-0.025029985,0.0044534584,0.011255484,-0.037746433,0.013854443,-0.03905812,0.027773965,-0.054592147,0.035226393,-0.03287554,-0.02426568,0.009844141,-0.026954878,0.024686888,0.0022418534,-0.018466637,0.008875415,0.017288733,-0.07487047,-0.0269903,0.0512207,0.043637566,0.05928227,0.0023835609,0.040830854,0.01488767,0.042208146,-0.019561976,0.017132128,-0.019454768,-0.013020212,-0.02484604,0.03731858,0.057354562,-0.008331776,0.012130565,0.06004819,-0.014763853,0.045547217,-0.012531926,-0.04475658,-0.03584565,0.004412086,-0.03972015,-0.0029712429,0.012290604,-0.03661725,-0.072529204,-0.03119405,0.0035025957,-1.4896678e-05,0.024241626,0.029376877,0.02480344,-0.029134693,0.04416245,0.050934434,-0.02135035,-0.013093232,0.005722867,-0.0035691943,0.005599162,-0.0397628,0.020207418,0.008615154,-0.047903895,0.053856783,0.035373267,-0.036084317,0.016546601,-0.00047775608,0.03820573,-0.029321063,0.028254695,-0.020966817,0.0031430612,-0.016780296,0.017982585,0.011833205,-0.028860085,0.035234086,0.012937446,-0.041980796,0.0020453595,0.0034489308,-0.025255907,0.043505173,0.03470665,0.0024255323,-0.017755367,-0.004066421,0.029664615,0.011423074,-0.0054486236,-0.032786608,-0.02096527,-0.054637503,0.013633216,-0.042619526,-0.015088125,0.008355689,-0.034792714,-0.0033541424,-0.03394397,-0.00810391,-0.02626839,-0.009311032,0.026314195,0.02477223,0.014791838,0.03658122,-0.0013155146,0.029522005,-0.08678633,0.026980268,-0.011159363,0.0047981343,0.06388642,0.009198516,-0.003286658,0.013985802,0.029712895,-0.033959847,-0.0054235207,0.06339636,0.013628914,0.008804313,-0.03156785,-0.051505987,0.010781315,-0.0029015117,0.02090822,0.017555248,-0.04370834,0.03729088,0.007763815,-0.018228432,0.017709972,0.032813903,0.0015906931,0.040340282,-0.043418024,0.057802875,-0.023474827,0.06144057,-0.0578867,0.009546211,-0.030066146,0.027030535,-1.3342242e-05,-0.038695455,0.034724306,0.029545205,-0.009044524,0.000324669,0.009253459,0.036164578,0.014655847,-0.016904997,0.015603405,0.01780866,-0.01601866,0.008427915,-0.043168046,0.02417198,0.021922408,-0.026613493,-0.023455784,0.009602706,0.010011989,-0.03427694,-0.013340197,-0.0021597715,0.04222968,-0.0043326495,0.049063217,0.012675784,-0.027437767,0.006559523,0.01486631,-0.013413998,-0.01502875,-0.019528702,-0.003727468,0.024454566,0.004835242,-0.005513141,-0.05275771,0.012071576,-0.05710141,0.030023733,-0.057533585,-0.030305756,0.040337075,-0.0009933728,0.03845601,0.02742857,-0.020176053,0.01845389,0.0022565841,0.019154571,0.0054884604,0.012503953,-0.018197827,0.031583495,0.02078338,-0.0074799396,0.02671589,-0.012775273,-0.0013646279,-0.025751237,0.048483204,0.044853102,0.046653267,0.01736663,-0.08432605,-0.021636492,-0.053306136,0.09467195,0.045732163,-0.0016743422,0.00024930047,0.055055454,-0.008373621,-0.038965587,-0.015767965,0.021220515,-0.025263842,-0.05200666,7.75191e-05,-0.03105701,-0.059326455,-0.008738865,-0.029318752,-0.0019400537,0.0030759266,-0.030405177,-0.0076037734,0.005001678,-0.06308154,-0.017108498,0.008143204,0.003407097,0.007054116,0.016065892,0.015705978,0.006439769,0.027563103,0.032114133,-0.02489074,0.09826255,-0.026692182,0.025224386,-0.08576527,-0.007850833,0.042567093,-0.052397195]",[],,true,,,0
4,RunwayML,أداة متقدمة لتحرير وإنشاء الفيديوهات باستخدام الذكاء الاصطناعي.,فيديو,https://runwayml.com,🎬,مدفوع,true,2025-12-29 06:20:47.42639+00,[],[],false,,false,,,,[],[],0,0,[],0,2026-01-03,0,"[-0.0070698108,-0.0007385148,-0.0042277067,0.017398678,0.04904811,0.01266989,0.0033576863,0.0067077503,-0.01882377,0.034968313,-0.041971385,0.022615163,0.02133129,-0.01443998,0.024262479,-0.04243437,0.065575875,0.034727417,-0.12380283,0.042537753,0.0026794686,0.0058080223,0.037518173,0.0416862,-0.050608713,-0.030954156,0.012382457,0.025142875,-0.0077946945,-0.036138747,0.051142395,0.087941766,0.048388228,-0.037427,0.009469762,0.038991805,0.010031177,0.03764309,0.016882893,-0.048448652,-0.08527869,0.008612221,-0.012084685,0.05297868,-0.035886023,0.0010675956,0.010988481,0.028363943,-0.020130416,0.042806987,0.021245912,-0.017279118,-0.06143031,0.032471947,-0.018262347,-0.023287602,-0.010430218,-0.017084062,0.036898617,-0.015550945,-0.0411773,-0.038086303,-0.04040546,-0.009399144,0.02655501,-0.04653053,-0.019701397,0.013597935,-0.08787027,0.036024205,-0.026477363,0.016165031,-0.021578653,-0.0050684325,0.040763605,-0.014881116,-0.0103411,-0.015727028,0.003006793,0.05854359,-0.017831197,0.057327215,0.075941704,0.10644674,0.033476695,-0.02089348,0.032807138,-0.09898054,-0.06771979,-0.0045542023,0.12177032,0.033488534,-0.004279328,-0.027339842,0.09284413,-0.038815986,-0.10153953,-0.11611265,0.11622067,0.034455217,0.01093028,-0.003859373,-0.041968785,-0.06802154,0.021086859,0.062200546,-0.07531395,-0.028116304,-0.06159363,0.011700827,-0.014372874,-0.0126854535,0.018141588,0.019577703,-0.036297448,0.02551282,-0.045686662,0.006831712,-0.036214095,0.008041961,-0.029927827,0.00023509054,-0.02766929,0.05008575,0.035274483,-0.028912101,0.027373537,-0.0070955358,-0.03129441,-0.007697063,0.0747278,0.0045852144,0.007380194,-0.021001006,-0.026835026,0.018927122,0.0074540507,-0.018853376,0.046236288,0.033907037,0.020821113,-0.05004226,-0.04791507,0.0063775685,-0.023554632,-0.010170942,-0.009772512,0.05410668,-0.019276233,-0.010032588,-0.03259432,-0.0046679648,0.035077047,-0.025393449,-0.014576776,0.017968386,0.024475707,-0.03170473,0.05974138,0.012990084,0.05397842,-0.0732279,0.03284783,-0.004181659,-0.04566723,0.012066328,0.04694541,-0.024513429,-0.03199141,0.040452074,0.0071241446,-0.012113312,-0.023975777,-0.094557986,0.01983636,-0.019771079,0.0048795156,-0.0027826899,-0.0251442,-0.008088246,0.12614666,0.024140783,-0.025551647,-0.06292366,0.009763869,-0.0013928446,-0.00039343984,-0.004487813,0.08927241,0.053585637,0.010798921,-0.023313079,0.03554348,0.015704468,0.004721617,-0.014897683,0.034869134,-0.006696903,0.048612773,-0.086775474,0.023873333,-0.015276699,0.025483577,-0.058419846,0.002612556,0.025655495,-0.0428248,-0.047334384,0.00049415167,-0.00024888245,-0.026710913,-0.017888192,-0.033980794,-0.05909813,0.016679151,0.03771599,0.06815488,-0.030188616,0.025872743,-0.0111888945,-0.021850439,-0.027143983,0.00677468,-0.000569573,0.061704606,0.0018772599,-0.020311119,-0.0138407415,0.037331235,-0.03025159,0.025279567,0.023204453,0.021808544,0.023987679,-0.065900005,0.02098071,0.028173784,-0.06248685,-0.02805732,0.02391168,-0.04560971,0.047905974,0.06918804,0.014468021,0.035750728,0.00042204672,0.054773334,0.008883517,-0.009684015,-0.03826552,-0.011803458,-0.021624051,0.02641862,0.005398281,-0.043020345,-0.05465042,0.050448123,-0.0010197093,-0.017109498,-0.03786441,0.008238839,0.009880719,0.011830802,-0.06593957,-0.036093637,-0.07644493,-0.04361682,0.002064183,0.031515233,-0.023576288,0.028741082,-0.031844486,-0.026252206,-0.025498334,-0.014352861,0.016873406,-0.0045065177,-0.020712923,-0.016278844,-0.051995475,-0.016130984,0.019582089,-0.0068893046,0.0053153317,0.0072550713,-0.08533924,0.009191412,0.030189058,0.027599728,-0.028962543,0.06879883,0.028141798,-0.0012116852,-0.05949544,0.025175182,0.013465324,0.016094321,0.03285273,-0.03660567,-0.00029255176,-0.018711915,0.07123566,-0.03471447,0.051419318,0.030844169,0.0042177816,0.0021988738,-0.016993804,-0.017077625,0.012788545,0.010355212,0.012206525,-0.041404407,-0.061355963,-0.039241415,0.0063340436,-0.14911263,0.00116955,-0.015584636,-0.06558023,-0.0030483787,0.05354985,-0.019707158,0.03256611,0.0014201975,-0.013910299,-0.033811606,-0.0035624309,0.014648588,0.0095462585,0.02913574,0.014361534,-0.046762735,-0.06137423,0.0005402241,0.028814426,-0.06318278,0.029680008,0.072335035,0.062345594,0.010878312,0.036362093,0.041139685,0.024905385,-0.007194841,-0.03786582,-0.014095115,0.035175677,-0.014933545,0.0476435,0.014899805,0.074191764,0.009979932,-0.017760359,0.007606667,-0.015325272,0.053361807,-0.01969161,0.011506297,-0.045422178,0.0017455758,0.025275627,-0.023231175,0.012425255,0.03844278,0.0063328445,0.020296969,0.0108720325,-0.020617256,-0.016669521,-0.032964267,0.026875876,0.0025240316,0.015316296,0.015000608,-0.032752167,-0.019937027,0.016631218,0.03442999,0.010769373,-0.01677477,0.017067598,0.018346185,0.03967606,-0.0031694975,0.06812349,-0.017685264,-0.046415493,0.0014425658,0.0068635256,-0.010042458,0.0715118,0.02339972,-0.024281057,-0.0006799015,0.03910595,-0.028421296,0.07772875,0.016817799,0.0041941353,-0.005802994,-0.015734509,0.085428394,-0.10087733,-0.0305098,-0.0126871765,0.06690463,0.003559853,0.003141922,0.026708106,-0.027690496,-0.049380183,-0.037674867,0.036129907,-0.012585064,0.00984306,0.043145105,-0.059108783,-0.015145543,-0.01085916,0.009832801,0.02304233,0.045269683,0.030095063,0.044982065,-0.08102063,-0.03147368,0.0019029534,0.024911333,0.019116994,0.041371595,0.024567304,-0.027472707,0.07673945,0.028869871,0.038084812,0.013730818,-0.008197991,-0.013462536,0.0036761598,-0.03575738,0.013333687,0.062981114,0.010558622,-0.007852111,0.034052376,0.05047807,0.008686413,0.014905505,-0.0049957284,0.0017358229,-0.017783863,-0.017225314,-0.010346639,-0.07661219,0.010376297,0.025501551,0.06285858,-0.036341473,-0.011545099,-0.02485133,-0.024846405,0.069557905,0.03788497,0.0046544704,0.0034822316,0.005165336,0.036562447,-0.062951036,0.048708487,0.052070804,-0.0010135364,0.020290475,-0.014939691,-0.03461929,-0.025089221,0.009954419,-0.006581575,-0.010850044,-0.010545756,-0.009506639,0.031474374,-0.0393214,0.04949756,0.072403915,0.0043013706,-0.040322643,0.0068504685,-0.010098768,-0.003688367,-0.00075430184,0.024032325,-0.028725294,-0.010820705,-0.019021157,0.011994751,0.010866724,-0.030505396,-0.029559292,0.05038785,0.06718605,0.028456064,0.024046263,-0.07073568,-0.018806279,0.044523567,-0.0016854521,-0.005051865,0.06897634,0.02857091,0.061829492,-0.050238557,0.03292569,0.008556739,-0.04265973,0.021375703,-0.023115864,0.02700239,-0.05068091,0.028775355,-0.038903393,-0.0028895843,0.0011877804,-0.009069714,0.023598209,0.0018685602,-0.02032693,0.025366982,0.0119413845,-0.05672289,-0.024979444,0.04910862,0.053756032,0.036487065,0.021535791,0.0443311,0.00704004,0.048655767,0.0047918228,0.0017685575,-0.0077890754,0.025173983,-0.017589938,0.016112724,0.066608466,0.0011520926,-0.040525895,0.067480125,-0.015914794,0.059521854,0.008774866,-0.029179811,-0.019132635,0.012343762,-0.016652836,-0.037504565,0.004150751,-0.0058813654,-0.029834198,-0.033883374,0.0056626047,-0.0121697225,0.009402928,0.03533095,0.022226129,-0.019278884,0.023201425,0.034793947,-0.019347457,-0.021912554,-0.00019274166,0.011278862,-0.023584248,-0.01723718,0.010361024,-0.005631077,-0.07227245,0.02582584,0.048470743,-0.032015696,-0.00061072054,-0.01607792,0.07321517,-0.009859742,-0.0033233096,0.008293197,0.02004798,-0.0008995625,0.0076955426,-0.008139255,-0.005834434,0.00801439,0.0070979134,-0.056892272,-0.0068938094,-0.02423466,-0.044856835,0.023954468,0.02119333,0.029323135,0.00024105517,-0.015380323,0.047445238,0.025500102,-0.017749347,-0.0529364,-0.006213016,-0.03580456,-0.027636286,-0.029707396,-0.00043343147,0.02747045,-0.042441558,-0.0040571536,-0.04333193,-0.018240413,-0.024871942,-0.0067123203,0.015050282,-0.0034394525,0.0064978874,-0.0012361825,0.014747219,0.024408653,-0.025984505,0.013160234,-0.0068357326,0.004168147,0.064230144,0.025096608,0.011286195,0.033437885,0.03720384,0.001361827,-0.007653622,0.041458894,0.005756238,0.011592924,0.0029964664,-0.063397944,0.014842666,0.021564832,0.04445259,0.0064767227,-0.029849507,-0.01865666,0.0073424177,-0.023437034,-0.0040920055,0.055189896,0.0140340505,0.016334,-0.013194921,0.061367366,-0.03833553,0.04557188,-0.08051145,0.01357627,-0.006368073,0.015696196,-0.038971048,-0.07870676,0.008464954,0.020638052,-0.009037861,-0.022520078,0.0047885804,0.024736002,0.03475295,-0.025271084,0.009266891,0.029094398,-0.034038674,0.03960771,-0.056079,-0.0027265027,0.0389321,-0.02633351,-0.035597887,0.0144307325,0.022081744,-0.045327656,-0.0016299962,-0.009395016,0.037809476,-0.009798898,0.053942204,0.0024424654,-0.045391317,0.031452503,-0.0144726345,-0.035167728,-0.017334972,0.003580512,-0.010761137,0.023790115,0.017435336,-0.021112174,-0.068527915,0.00054023927,-0.012283175,0.033207584,-0.060512874,-0.002089637,0.019940216,-0.0006286985,0.0355962,0.007879511,-0.012118153,0.037271623,-0.007297842,0.035157405,0.04877296,-0.0066535524,-0.0069950223,-0.0070853163,0.014424511,0.027604334,0.011067812,-0.0024526988,0.007424278,-0.022658234,0.0484506,0.056911986,0.04876105,0.017098889,-0.08784238,-0.024085816,-0.047523573,0.09142153,0.060624763,-0.028715244,0.0008112918,0.03355451,-0.021448843,-0.022592034,0.0016604435,-0.016367104,-0.018028038,-0.034656893,3.0427795e-05,-0.015901633,-0.07501509,-0.02327932,-0.041702617,0.010560909,0.019068375,-0.023640389,-0.0013919747,-0.05016983,-0.078469165,0.002311683,0.011520392,0.011002291,0.013537157,-0.013030266,0.002828149,0.013706174,0.03415083,0.030675841,-0.029084148,0.07720323,-0.035832725,3.5250567e-05,-0.05242606,-0.01104665,0.06535609,-0.04107202]",[],,true,,,0
